Date,Interest Rate,Equity,Credit,Commodities,Emerging Markets,Local Inflation
2002-04-02,-0.01481508578514057,-0.008566525768615385,0.0022154214984433374,0.026478230387854573,0.006259334587670917,0.003211925989232256
2002-04-03,-0.011257154524634716,-0.010052379569202685,0.0020882930176653325,-0.012797061308409852,-2.087309381781921e-05,0.0031544602808732947
2002-04-04,-0.0037807228399058257,0.0008349099404050264,-0.00026121560838943125,-0.023046006083462522,3.7457923494077505e-05,0.002999750123387379
2002-04-05,-0.011428695823622936,-0.003210218534984044,0.002010167123393636,-0.015065602955421475,0.0029897750220584385,0.0028852444378797415
2002-04-08,0.0057306747089851395,0.0022775607927156827,-0.00028613510100550243,0.009791043964149537,-0.0038127085871111355,0.0005282916409896643
2002-04-09,-0.0057306747089851395,-0.006678312361717786,0.0008833027593690979,-0.015898953274052552,-0.0007313821515522179,-0.0004894479374204508
2002-04-10,0.0038240964384035347,0.01126216168236649,-0.0001601069607177763,0.0015282142232004858,0.0013619088205936158,0.00022716880351936197
2002-04-11,-0.0038240964384035347,-0.023965518213260317,0.000455156839648474,-0.02797826260563685,0.0017258472154568771,0.0023229511179785334
2002-04-12,-0.007692345623155683,0.00661040019450887,0.00036840843189178685,-0.035269550470674815,0.005250641919302357,0.0010163311615318804
2002-04-15,-0.005808341595746835,-0.00764383273263558,0.003808605785360797,0.03329467318091783,0.0008025412879084648,0.0030697483508514978
2002-04-16,0.009661910911736848,0.023148434690932973,0.0005866979315709564,0.005819680251627268,0.004793407092340551,-0.0012566554298674149
2002-04-17,0.007662872745569205,-0.0020404187274598584,-0.0001622750383591942,0.025905477168080004,0.009538848310103543,0.002698587373462402
2002-04-18,-0.0019102202561191994,-0.0014218812103461431,0.001407862993485054,0.003141686511626496,0.00022540000403425964,0.0023599285111490786
2002-04-19,-0.0038314223115560875,0.0006223218137941799,0.0005481318221658427,0.0023644148739228044,-0.000410463885802681,0.0016486424901751562
2002-04-22,-0.0038461585874782767,-0.015530988400682233,-6.862275194530199e-05,0.0005098564447614251,0.00041268086419243843,0.0006586967019579504
2002-04-23,-0.0019286409064056542,-0.006220620478646133,-0.00046161496531871293,0.003407508130853998,-0.0011333029879465606,-0.00110990092877028
2002-04-24,-0.013605652055778572,-0.007128237648521107,0.0017095022303474927,-0.011631805953319585,-0.0008585047611391339,0.0007835021787805374
2002-04-25,-0.0019588644853330006,-0.0015197153916792772,0.00012902942953196828,0.0029288161299980686,-0.007177428465344526,0.000377049760198922
2002-04-26,-0.003929278139889414,-0.013986758136673494,0.0010671767798915432,0.008963171549037696,-0.0008248963281167754,0.00041307173675608766
2002-04-29,0.009794397592287618,-0.010141184503842382,-0.0012241728361015447,0.01265735198769491,-0.007565441759167513,0.00024009638683519796
2002-04-30,-0.003906254967065204,0.010698484215466486,-0.0004249158855138546,0.003102251152398594,-0.002292566081638192,0.00018509520887644015
2002-05-01,-0.0058881426252224145,0.008819589567364616,-0.0005388216316966066,-0.013955615989424963,-0.00046972763550812147,0.0030916589241964942
2002-05-02,0.009794397592287618,-0.0017503297851506616,-5.7799172710648605e-05,-0.014668445820976928,-0.0021516664134879626,-0.002494671164951612
2002-05-03,-0.009794397592287618,-0.010315245844337184,0.001300683063270025,0.008057348006706988,0.0023708942106850373,0.0017513227826180255
2002-05-06,0.003929278139889414,-0.019529335223217537,0.00011311610263220473,-0.010013209125601996,-0.007480230259027998,0.0005674749069886076
2002-05-07,-0.0019627091678486863,-0.003025461835118648,-0.0007826734386386924,0.008579221682723848,0.0006640984133161609,0.0012491843025577154
2002-05-08,0.029043667770519477,0.036817761530499205,-0.0021935852167866976,0.018630241636632405,0.006292196079280554,-0.0027482467676698263
2002-05-09,-0.007662872745569205,-0.01465431014719698,0.0012781697387391766,-0.004035236085965899,-0.005027362699963511,0.001617275914047589
2002-05-10,-0.009661910911736848,-0.016936495059504786,0.0008572259113539538,0.009911454037577094,-0.0032285752396465917,0.0011907254494341046
2002-05-13,0.015414563401186854,0.018379987256863295,-0.002535680913944738,0.009399613520788108,-0.0008960945645331009,-0.0007345813864763073
2002-05-14,0.017062025276721515,0.020923114825434297,-0.0017127525979336866,0.017690095442524978,0.0051708832832471074,-0.0030788625972713035
2002-05-15,-0.007547205635382914,-0.0056755241798445155,-0.0005542587545956934,-0.02674397325333011,0.007953034814674353,0.0021786249357322873
2002-05-16,-0.015267472130788606,0.006540926805466363,0.0006285249563946493,-0.004401416633059263,0.0029966331927320233,0.0009376999651005136
2002-05-17,0.013371736965889225,0.007583421834043591,-0.0018581314552319483,-0.001040181517128147,0.0027282135820092535,-0.001242768101152869
2002-05-20,-0.011450506787995307,-0.01338223357762125,0.0019379894289137667,-0.0012870039934664845,-0.003376016004309257,0.0016432388757401384
2002-05-21,-0.005774799493883931,-0.011051057322742253,0.0013582759171484327,-0.02100728924874673,-0.007505723797947894,0.002071099346989236
2002-05-22,-0.009699397088713368,0.005669713696708989,0.001768011406721559,0.0010866856007902825,0.003448839023771466,0.0025307093316468965
2002-05-23,0.005830920310793131,0.010132467247941257,-0.00015360654171603372,-0.0028813471166300175,-0.004919024905005731,0.0012006703990685708
2002-05-24,0.0,-0.012160267227535826,0.0010285516671046935,-0.007475971223044553,0.004408928067801021,0.0008673679149646674
2002-05-27,0.0,-0.012160267227535826,0.0010285516671046935,-0.007475971223044553,-0.0008450492765574857,0.0008673679149646674
2002-05-28,0.0,-0.012160267227535826,0.0010285516671046935,-0.007475971223044553,-0.0018019856416189306,0.0008673679149646674
2002-05-29,-0.009737175277858334,-0.00643263149577411,0.0020845236050064386,0.014234373868108996,-0.0021685796957369163,0.0032848554599747004
2002-05-30,-0.009832920916238885,-0.002813838428961546,0.0007327891186434954,-0.03201694795399135,-0.0029365497715172495,0.0012222856124211035
2002-05-31,0.003944778291016471,0.0023266733453155553,0.0003675780413527896,0.01521648644762319,-0.00731784772257793,-0.00028817387970825337
2002-06-03,-0.003944778291016471,-0.025107827066795707,0.0005299445380066992,-0.0015772548944275044,0.0017549885387575515,0.0008265874220443337
2002-06-04,-0.003960401216096976,9.60905557345626e-06,0.0007308877674718772,0.005094698260593944,-0.0035505480150579416,0.0009218133152923969
2002-06-05,0.007905179507113447,0.008810966840322898,-0.0009104783885169887,-0.007812044946172492,-0.004290454730325077,0.0003522962506945504
2002-06-06,-0.007905179507113447,-0.01996170271588582,0.0009497028209386471,-0.0031032001195461234,-0.006875629826092133,0.00018533187061731127
2002-06-07,0.01183445764700286,-0.0015753547805541501,-0.0034925004829946538,-0.002323601317678836,-0.006085793490758107,-0.0007706664159581322
2002-06-10,-0.005899722127188145,0.003119126841953701,-0.001210520930201131,-0.009870373881773808,0.006026322737656464,-0.0003752489266286574
2002-06-11,-0.00991088389945416,-0.016768640859480044,0.0017269511640387591,-0.0027199674079687597,-0.006415521422418635,-7.464015451841277e-05
2002-06-12,-0.008000042667076102,0.006549146750186807,-0.00042953572108750393,0.012377230062548428,-0.004920529595014322,0.0017706681066052
2002-06-13,-0.008064559836730378,-0.010542904406393383,-0.0024265458068928325,0.030480364702932583,0.0032041341675101975,0.0017675383819479862
2002-06-14,-0.02251886353534993,-0.0022609636572772374,0.0017257005869995012,0.007174147677605269,-0.007815649980964512,0.005068303496130078
2002-06-17,0.0123458358222992,0.028277594328347533,-0.0005180155076494053,0.004432738538066694,0.0004824217305121614,-0.0008559851437413002
2002-06-18,-0.002047083621724788,0.0009357019170046499,-0.0007734031293953336,-0.013679413264124918,0.000521966303048238,0.0002108913765583864
2002-06-19,-0.024897551621727132,-0.016674101630107963,0.002963434200525139,-0.0021441754470323815,-0.015600518988001522,0.0021909193432270158
2002-06-20,0.01873103670606313,-0.01352252281319366,-0.0026386026308045096,0.004830669817232014,-0.018105384159477378,0.00038977632679770835
2002-06-21,-0.012448293526567955,-0.017189700762635596,0.0010199611705004052,-0.005814511987401794,-0.009671418198633486,-0.00022301226343302005
2002-06-24,0.01656352567167474,0.003612771733504161,-0.005270874599182296,0.021892262593301126,0.003388450547771704,-0.0011432788564489371
2002-06-25,0.0020512827705572168,-0.016842631717230105,-0.0007860463315592092,-0.0011699842359682577,-0.001690682464888571,-0.0013025644313175988
2002-06-26,-0.02700060181850583,-0.002677377770716305,-0.01641837971392901,0.0016474088294282652,-0.021259156305749816,0.007614382843909695
