Date,Interest Rate,Equity,Credit,Commodities,Emerging Market,Foreign Currency,Local Inflation,Equity Short Volatility,Fixed Income Carry,Foreign Exchange Carry,Trend Following,Low Risk,Momentum,Quality,Value
2002-04-03,0.0032005748293570946,-0.004628769132663635,0.0014184043543166158,-0.012797061308409852,-2.087309381781921e-05,-0.0015597199226826714,0.005413497065333228,-0.008489257337155998,0.0018390291759571298,-0.00087715029258284,-0.0006179105991721556,6.419515328737191e-05,-0.00654128072259752,-0.0003970477347650103,0.00707727916859735
2002-04-04,0.0026073630291945094,-0.0013802624689587262,0.000492275593296343,-0.023046006083462522,3.7457923494077505e-05,-0.0003976565136734215,0.002650936183851371,0.001398712776713218,0.00578735219292259,-0.001463629085013629,0.0021169629499038223,0.0004421213338519081,0.00040215045201819066,-0.000150036847566426,-0.002164573224147759
2002-04-05,0.0008264490925311563,-0.0022627288095424802,0.0006161063407135181,-0.015065602955421475,0.0029897750220584385,-0.0016012169026084053,0.0025012277006455363,-0.0016532345158344341,-0.002181512645406336,0.0006832935011331642,0.00044047042953287985,0.003700439735377259,-6.348668897881993e-05,0.003049266485353641,0.004912191380759268
2002-04-08,-0.0015156043868449487,-0.004962371930991694,0.00017340006669042118,0.009791043964149537,-0.0038127085871111355,0.00035538714178557203,0.00033714682095942194,0.0026533854155985637,0.0008616920086357283,-0.0023446669592548375,-0.004236546495435256,0.0009371672677396248,0.005676677619796067,0.002056962750582869,-0.000864068050621114
2002-04-09,0.0010674531369962992,-0.00452116630110222,0.0003796462915424126,-0.015898953274052552,-0.0007313821515522179,-0.00019867092888121798,-0.0003234770161291145,-0.00548931759699034,-0.002165833537908668,-0.0008806693655936115,0.003179091338736839,0.0012198410045822783,0.007327652883629909,0.0018599270164401105,0.007096114039159218
2002-04-10,0.0013852751237148908,0.009902948547347634,-0.00012386678866205258,0.0015282142232004858,0.0013619088205936158,0.0004726970690344152,-3.289385921467769e-05,0.010743491867029498,0.0024380850036367363,0.0015650986272177647,-0.00211827087150418,0.01083499900671292,0.0026181984862745367,0.0011037915480471838,0.0011204548350924881
2002-04-11,0.0016003919835876346,-0.01781115302712255,0.00023668636080942385,-0.02797826260563685,0.0017258472154568771,0.0011844531481907078,0.0019203963391070111,-0.022006968131178084,0.0005914747284601063,0.003609936112090928,0.006692522337871765,-0.002703036416645155,-0.0012195822618759067,-0.0025159671907060144,0.005658916530084213
2002-04-12,-0.001006844446627575,0.002855866053046441,0.002497180721607206,-0.035269550470674815,0.005250641919302357,4.01517258860221e-05,0.0013052064984200307,0.005021658361254566,0.0005328606787946555,0.002043100384779173,0.002804559244067306,-0.00030938418731096817,0.011345962435711066,0.0008422826356033752,-0.00393982693261119
2002-04-15,0.002946930748569443,-0.0002979928078072902,0.004217801823921841,0.03329467318091783,0.0008025412879084648,-0.00023738861009049903,0.00209887908417139,-0.005634996878771226,0.002976386439902612,-0.002725062513601273,-0.003682599514720053,-0.002654790918944272,-0.00376080122559852,0.0010606174488456688,-0.0014741573608336722
2002-04-16,-0.00041284709706790323,0.01964650037887239,-0.00047585697749386036,0.005819680251627268,0.004793407092340551,-0.000520871453722742,-0.0020211932297762303,0.02211508070722701,-0.002331967460219353,-0.002146342287391967,-0.0009667355852434056,-0.004749696170832429,-0.005230723676643123,-0.00020151839799797955,-0.006112041580320415
2002-04-17,0.0017323703530109924,0.0032510865581087955,-0.00041288213211365665,0.025905477168080004,0.009538848310103543,0.000667364554005597,0.002347995971137884,-0.0007583178346894925,-0.0011606234636225565,0.0013663870952749235,0.002809730534043986,-0.0021348055754195627,-0.00884212326533973,0.0001839966710557306,0.002074677381783907
2002-04-18,0.002459640315889189,-0.0008326048522286911,0.0007053536995991205,0.003141686511626496,0.00022540000403425964,-0.0005407423837113294,0.0011781999632631823,-0.0023417732220689658,-0.000848893735144074,-0.001073432647595851,0.001139201805716361,0.003925658549384536,-0.004534916573911474,0.001278279924707526,0.0013982702343433573
2002-04-19,-0.0007568149643528699,-0.0002915755513734908,0.0006502733501192459,0.0023644148739228044,-0.000410463885802681,0.0005112127637802662,0.0010492183253938414,0.004914558377440592,0.001794140702719993,0.003119519004717297,-0.00035038542755128077,0.006091732978887876,0.003705228394532689,-0.0015411426768165981,0.002055823315917138
2002-04-22,0.0019375580327603004,-0.009501756257000338,0.0007515229003924873,0.0005098564447614251,0.00041268086419243843,9.62194580502927e-05,0.001311535410905229,-0.00732534463623935,0.001254632279278134,-0.0016560327198025249,-0.0010518935051262446,0.002197718207572308,-0.0024932028463231504,0.0004468255746177263,0.004267502190065997
2002-04-23,-0.00034762643715602337,-0.004468056666011577,-0.0005710835699543892,0.003407508130853998,-0.0011333029879465606,-0.0007444018802817935,-0.0013877030599092066,-0.0041850719475915454,-0.0010133767510689395,0.00262889007836975,0.0010518935051262446,0.0009464088000346038,-0.0016128440671714372,0.00030652951900300707,0.0009232940766636943
2002-04-24,0.0031894745795773005,-0.0040638416847329495,0.0011895049773378297,-0.011631805953319585,-0.0008585047611391339,0.0003367645588127989,0.0004904679468480388,-0.0047793062688796795,0.0013927823258663707,-0.0021415368838697546,0.001925602345548505,0.0009315128651525839,0.005166665006671067,0.0030514085063204632,0.0034533342157896385
2002-04-25,0.005190486076172007,-0.0013158175883498657,0.0002608003305690776,0.0029288161299980686,-0.007177428465344526,-0.0009726406330018422,0.0009023197340409794,-0.0009618159825821593,0.0035893746727122533,9.744214380358329e-05,-0.0006122895446045717,-0.0014221315451372618,0.0040535712742943986,0.00466834738574029,0.0018203625524666478
